OBJECTID;IN_FID;NEAR_FID;NEAR_DIST;NEAR_RANK;FROM_X;FROM_Y;NEAR_X;NEAR_Y
;2928;3002;0,246702514504353;1;-485229,674183743250000;-1116211,895144318700000;-485229,715081452860000;-1116212,138433258000000
;2929;3003;0,094662999117847;1;-485231,702362445590000;-1116215,158536888000000;-485231,629953657450000;-1116215,219512709400000
;2930;3004;0,048255140029080;1;-485231,262436745800000;-1116216,135841767300000;-485231,214604904640000;-1116216,142219346000000
;2931;3005;0,058224858054285;1;-485231,272346222660000;-1116216,193547626300000;-485231,230343548230000;-1116216,233870193600000
;2932;3006;0,883199461779008;1;-485233,699746649650000;-1116217,603272407500000;-485234,433851709360000;-1116218,094323372900000
;2933;3006;0,264453083366825;1;-485234,338619724730000;-1116217,847612403600000;-485234,433851709360000;-1116218,094323372900000
;2934;3015;0,157624809851120;1;-485233,018482784800000;-1116215,401751203700000;-485233,142510405100000;-1116215,499027768600000
;2935;3016;0,115232739767178;1;-485235,636651972540000;-1116215,076275920500000;-485235,622880771810000;-1116215,190682818600000
;2936;3017;0,068308682677283;1;-485236,075581295880000;-1116214,529069546400000;-485236,103612766370000;-1116214,591361703100000
;2937;3018;0,052924713805000;1;-485236,977322693270000;-1116214,774337156900000;-485236,959347107270000;-1116214,824115702900000
;2938;3019;0,055849343631441;1;-485237,147178560610000;-1116214,745968932800000;-485237,185821021030000;-1116214,786291500100000
;2939;3020;0,096907485891362;1;-485237,319339142820000;-1116214,664062934700000;-485237,415367880200000;-1116214,677083780300000
;2940;3021;0,053058708700695;1;-485237,061632202010000;-1116214,468748675400000;-485237,071759499670000;-1116214,416665430400000
;2941;3022;0,058409576472115;1;-485236,956425466690000;-1116214,466548047300000;-485236,931484209320000;-1116214,413731266700000
;2942;3023;0,028149088133614;1;-485236,043294588160000;-1116213,738281084500000;-485236,068251143090000;-1116213,725260273100000
;2943;3024;0,092823588048678;1;-485234,989390499830000;-1116212,723115114300000;-485235,071937384490000;-1116212,765567797700000
;2944;3025;0,099991585839582;1;-485235,123797050150000;-1116212,256273602400000;-485235,222734831100000;-1116212,241794902800000
